"","age","rate","value"
"1","75_to_79",845.8,7618
"2","85_to_89",2225.5,7808
"3","50_to_54",444.1,8169
"4","65_to_69",438.9,5937
"5","70_to_74",507.2,6746
"6","25_to_29",314.4,5636
"7","15_to_19",80.3,1380
"8","10_to_14",46,833
"9","5_to_9",39.5,715
"10","45_to_49",427.4,7266
"11","20_to_24",212.8,3378
"12","90+",3415.1,5677
"13","55_to_59",424.8,8186
"14","60_to_64",466.7,7128
"15","0_to_4",37.9,642
"16","30_to_34",323.8,6259
"17","35_to_39",308.8,5869
"18","40_to_44",329.7,6096
"19","80_to_84",1391.8,8844
