"","age","rate","value"
"1","5_to_9",1553.2,28905
"2","25_to_29",7780.6,131892
"3","20_to_24",8753.2,131518
"4","75_to_79",2649.9,27558
"5","80_to_84",3646.6,29335
"6","70_to_74",2172.1,31477
"7","90+",9355.1,32840
"8","50_to_54",5886.4,110460
"9","40_to_44",5800.3,109308
"10","15_to_19",6201.3,101379
"11","0_to_4",1527.4,24537
"12","35_to_39",6135.3,117025
"13","60_to_64",4055.4,64262
"14","55_to_59",4785.1,94770
"15","65_to_69",2615.1,37760
"16","30_to_34",6769,126464
"17","10_to_14",3001.8,51804
"18","85_to_89",5659.7,29936
"19","45_to_49",6357,108965
