"","age","rate","value"
"1","50_to_54",6245.2,114867
"2","80_to_84",4808.5,30556
"3","10_to_14",3286.3,59563
"4","35_to_39",6281.8,119388
"5","20_to_24",8060.6,127979
"6","40_to_44",5976.8,110517
"7","0_to_4",1896.2,32106
"8","15_to_19",5598,96256
"9","60_to_64",5038.1,76944
"10","55_to_59",5347.9,103050
"11","70_to_74",3104,41288
"12","75_to_79",3704.5,33367
"13","85_to_89",7112.2,24953
"14","5_to_9",2053.3,37156
"15","65_to_69",3643.1,49284
"16","45_to_49",6547.8,111325
"17","30_to_34",6719.4,129894
"18","90+",10538.2,17518
"19","25_to_29",7398.9,132641
