age,value,rate
0_to_4,528,623.4
5_to_9,521,492.1
10_to_14,828,878.9
15_to_19,2424,2614.5
20_to_24,3215,3600.2
25_to_29,2586,2431.8
30_to_34,2366,2220.7
35_to_39,2119,2201.2
40_to_44,2029,2219.5
45_to_49,2286,2732.4
50_to_54,2368,2441.7
55_to_59,2430,2264.8
60_to_64,1640,1746.5
65_to_69,1118,1262.4
70_to_74,1072,1237.4
75_to_79,1087,1826.8
80_to_84,970,2443.3
85_to_89,756,3533.4
90+,548,5654.7
