"","age","rate","value"
"1","25_to_29",785.2,13311
"2","55_to_59",602.4,11930
"3","10_to_14",79.3,1368
"4","15_to_19",224.9,3677
"5","0_to_4",67.9,1091
"6","65_to_69",343.2,4956
"7","20_to_24",651.4,9787
"8","30_to_34",660.2,12334
"9","75_to_79",640.5,6661
"10","50_to_54",711.6,13353
"11","80_to_84",1137.4,9150
"12","90+",3464.6,12162
"13","35_to_39",560.4,10690
"14","70_to_74",367.9,5331
"15","5_to_9",63.1,1175
"16","60_to_64",524.8,8316
"17","45_to_49",721.4,12366
"18","85_to_89",2033.9,10758
"19","40_to_44",580,10931
