"","age","rate","value"
"1","70_to_74",1961.1,26085
"2","15_to_19",3864.4,66447
"3","55_to_59",3102.8,59789
"4","5_to_9",1247.5,22575
"5","75_to_79",2464.6,22199
"6","65_to_69",2197.1,29722
"7","60_to_64",2926.8,44699
"8","85_to_89",4965.9,17423
"9","35_to_39",3538.8,67256
"10","25_to_29",4199.6,75287
"11","45_to_49",3827.3,65071
"12","10_to_14",2231.4,40443
"13","80_to_84",3359.9,21351
"14","0_to_4",1076.7,18230
"15","90+",7206.7,11980
"16","30_to_34",3795,73362
"17","40_to_44",3412.9,63109
"18","20_to_24",4912.6,77998
"19","50_to_54",3647.1,67081
