"","age","rate","value"
"1","75_to_79",4193.8,37774
"2","20_to_24",9126.2,144898
"3","35_to_39",7387.5,140403
"4","30_to_34",7866.1,152061
"5","25_to_29",8509.3,152548
"6","65_to_69",4196.3,56767
"7","90+",11954.2,19872
"8","15_to_19",6162.1,105955
"9","70_to_74",3522.4,46853
"10","60_to_64",5853,89389
"11","45_to_49",7565.5,128628
"12","55_to_59",6202.6,119519
"13","50_to_54",7215.6,132716
"14","10_to_14",3672.1,66556
"15","40_to_44",6975,128975
"16","80_to_84",5393,34270
"17","85_to_89",8009.4,28101
"18","5_to_9",2404.2,43506
"19","0_to_4",2324.3,39355
