age,value,rate
0_to_4,310,383.5
5_to_9,287,257.1
10_to_14,428,477.8
15_to_19,2408,2733.1
20_to_24,2810,3382.2
25_to_29,2336,2431.8
30_to_34,2106,2070.5
35_to_39,2055,2125.4
40_to_44,1995,2133.6
45_to_49,2280,2654.4
50_to_54,2501,2449.8
55_to_59,2245,1983.4
60_to_64,1401,1415.8
65_to_69,732,782.2
70_to_74,659,711.3
75_to_79,698,1037.4
80_to_84,776,1549.9
85_to_89,818,2518.3
90+,902,4331.3
