"","age","rate","value"
"1","80_to_84",5091.3,40957
"2","5_to_9",2269.4,42235
"3","30_to_34",9850,184027
"4","10_to_14",3960.7,68351
"5","45_to_49",8947,153360
"6","50_to_54",8449.8,158563
"7","75_to_79",3730.1,38792
"8","25_to_29",11121.3,188522
"9","40_to_44",8220.2,154913
"10","0_to_4",2413.2,38766
"11","35_to_39",8862.6,169045
"12","65_to_69",3753.3,54195
"13","90+",13431,47148
"14","60_to_64",5948.1,94254
"15","15_to_19",7959.9,130128
"16","70_to_74",3090.4,44786
"17","20_to_24",12155.5,182638
"18","85_to_89",7968.4,42147
"19","55_to_59",6942.8,137505
