"","age","rate","value"
"1","90+",2980.1,4954
"2","80_to_84",1221.2,7760
"3","85_to_89",1964.9,6894
"4","40_to_44",264.2,4886
"5","15_to_19",46.8,804
"6","30_to_34",241,4658
"7","65_to_69",381,5154
"8","25_to_29",231.3,4146
"9","75_to_79",748,6737
"10","45_to_49",353.2,6005
"11","60_to_64",399.7,6104
"12","35_to_39",234.3,4453
"13","10_to_14",22.6,409
"14","70_to_74",446,5933
"15","5_to_9",21.2,383
"16","50_to_54",373.3,6867
"17","20_to_24",141,2239
"18","55_to_59",356.6,6872
"19","0_to_4",24.9,422
