age,value,rate
0_to_4,166,196
5_to_9,133,125.6
10_to_14,239,253.7
15_to_19,691,745.3
20_to_24,1057,1183.7
25_to_29,993,933.8
30_to_34,903,847.5
35_to_39,868,901.7
40_to_44,788,862
45_to_49,916,1094.9
50_to_54,971,1001.2
55_to_59,1027,957.2
60_to_64,710,756.1
65_to_69,491,554.4
70_to_74,545,629.1
75_to_79,596,1001.6
80_to_84,565,1423.1
85_to_89,457,2135.9
90+,334,3446.5
