age,rate,value
0_to_4,1938.6,1642
5_to_9,1720.1,1821
10_to_14,2755.6,2596
15_to_19,5415.6,5021
20_to_24,8353.9,7460
25_to_29,6498.8,6911
30_to_34,6088.6,6487
35_to_39,6005.2,5781
40_to_44,5876.5,5372
45_to_49,6938.6,5805
50_to_54,6482.8,6287
55_to_59,5647.2,6059
60_to_64,4772.1,4481
65_to_69,3368.2,2983
70_to_74,3095.7,2682
75_to_79,3796.5,2259
80_to_84,4987.3,1980
85_to_89,6505.9,1392
90+,9916.4,961
