"","age","rate","value"
"1","85_to_89",2271.1,7968
"2","50_to_54",472.8,8696
"3","40_to_44",368.2,6809
"4","0_to_4",52.4,888
"5","90+",3482.4,5789
"6","25_to_29",360,6454
"7","35_to_39",351.3,6677
"8","20_to_24",262.3,4164
"9","70_to_74",523.7,6966
"10","55_to_59",449.7,8665
"11","65_to_69",461.9,6249
"12","5_to_9",53.1,961
"13","75_to_79",865.1,7792
"14","10_to_14",60.3,1093
"15","30_to_34",368.8,7130
"16","60_to_64",490.3,7488
"17","80_to_84",1421.8,9035
"18","45_to_49",461.7,7850
"19","15_to_19",107.4,1847
