"","age","rate","value"
"1","60_to_64",1801.7,28550
"2","0_to_4",560.7,9008
"3","65_to_69",1172.4,16929
"4","5_to_9",472.5,8793
"5","75_to_79",1344.3,13980
"6","20_to_24",4203.5,63158
"7","70_to_74",1015.1,14711
"8","10_to_14",915.9,15806
"9","35_to_39",2413.4,46034
"10","15_to_19",3220.4,52646
"11","40_to_44",2295.4,43257
"12","85_to_89",3171.3,16774
"13","25_to_29",3268.8,55410
"14","50_to_54",2574.6,48313
"15","30_to_34",2744.5,51276
"16","80_to_84",1968.8,15838
"17","45_to_49",2662,45630
"18","55_to_59",2124.9,42084
"19","90+",5213.7,18302
