"","age","rate","value"
"1","0_to_4",43.5,699
"2","85_to_89",1972.3,10432
"3","80_to_84",1104.2,8883
"4","30_to_34",576.5,10770
"5","75_to_79",619.6,6444
"6","55_to_59",561.7,11125
"7","25_to_29",671.6,11385
"8","20_to_24",517.7,7778
"9","15_to_19",155.6,2544
"10","90+",3360.6,11797
"11","50_to_54",657.8,12344
"12","35_to_39",495.7,9455
"13","70_to_74",350.3,5076
"14","5_to_9",45.1,839
"15","45_to_49",658.4,11286
"16","60_to_64",484.1,7671
"17","65_to_69",318.2,4594
"18","40_to_44",520.8,9815
"19","10_to_14",56.2,970
