age,value,rate
0_to_4,716,885.7
5_to_9,796,713.2
10_to_14,1230,1373.1
15_to_19,3831,4348.2
20_to_24,4935,5940
25_to_29,4490,4674.2
30_to_34,4114,4044.6
35_to_39,3827,3958.1
40_to_44,3706,3963.4
45_to_49,4076,4745.4
50_to_54,4381,4291.2
55_to_59,3886,3433.2
60_to_64,2528,2554.7
65_to_69,1353,1445.9
70_to_74,1245,1343.8
75_to_79,1225,1820.7
80_to_84,1302,2600.5
85_to_89,1357,4177.7
90+,1431,6871.5
