"","age","rate","value"
"1","45_to_49",1897.1,32519
"2","30_to_34",1938.2,36211
"3","60_to_64",1279.1,20269
"4","10_to_14",587.9,10146
"5","5_to_9",309.7,5763
"6","55_to_59",1515.3,30011
"7","80_to_84",1604.6,12908
"8","0_to_4",380,6105
"9","25_to_29",2323.6,39388
"10","50_to_54",1840.9,34544
"11","20_to_24",3117.9,46847
"12","85_to_89",2663.1,14086
"13","35_to_39",1682.3,32089
"14","65_to_69",826.8,11938
"15","75_to_79",1045.4,10872
"16","40_to_44",1619.7,30524
"17","70_to_74",738.1,10697
"18","90+",4422.6,15525
"19","15_to_19",2549.9,41685
