"","age","rate","value"
"1","80_to_84",4796.9,38589
"2","55_to_59",6418.8,127126
"3","60_to_64",5485.7,86927
"4","10_to_14",3682.1,63543
"5","20_to_24",11334.5,170302
"6","15_to_19",7493.6,122505
"7","70_to_74",2886.3,41827
"8","0_to_4",2156,34635
"9","90+",12591.8,44202
"10","45_to_49",8314,142511
"11","85_to_89",7478,39553
"12","65_to_69",3479.6,50244
"13","30_to_34",9038.1,168857
"14","35_to_39",8131,155090
"15","75_to_79",3495.1,36348
"16","50_to_54",7832.4,146977
"17","40_to_44",7606.2,143341
"18","5_to_9",2054.7,38238
"19","25_to_29",10296.4,174538
