age,value,rate
0_to_4,499,617.2
5_to_9,461,413
10_to_14,752,839.5
15_to_19,3133,3555.9
20_to_24,3925,4724.3
25_to_29,3457,3598.8
30_to_34,3130,3077.2
35_to_39,2922,3022.1
40_to_44,2867,3066.1
45_to_49,3202,3727.9
50_to_54,3547,3474.3
55_to_59,3134,2768.8
60_to_64,1983,2004
65_to_69,1052,1124.2
70_to_74,953,1028.6
75_to_79,968,1438.7
80_to_84,1069,2135.1
85_to_89,1124,3460.4
90+,1217,5843.9
