"","age","rate","value"
"1","55_to_59",6911.3,136881
"2","50_to_54",8412.1,157854
"3","75_to_79",3719.5,38682
"4","65_to_69",3741.3,54022
"5","45_to_49",8909,152710
"6","30_to_34",9797.2,183040
"7","15_to_19",7914.5,129386
"8","20_to_24",12103.8,181861
"9","35_to_39",8816.7,168169
"10","85_to_89",7947,42034
"11","40_to_44",8180.1,154157
"12","60_to_64",5925.5,93895
"13","0_to_4",2394.9,38473
"14","70_to_74",3081.3,44653
"15","25_to_29",11067.9,187616
"16","5_to_9",2254.1,41950
"17","80_to_84",5076.7,40840
"18","90+",13399.4,47037
"19","10_to_14",3932.5,67865
