age,value,rate
0_to_4,131,162
5_to_9,122,109.3
10_to_14,169,188.7
15_to_19,705,800.2
20_to_24,1378,1658.6
25_to_29,1387,1443.9
30_to_34,1256,1234.8
35_to_39,1225,1267
40_to_44,1227,1312.2
45_to_49,1433,1668.3
50_to_54,1650,1616.2
55_to_59,1464,1293.4
60_to_64,902,911.5
65_to_69,451,482
70_to_74,408,440.4
75_to_79,489,726.8
80_to_84,564,1126.5
85_to_89,657,2022.7
90+,721,3462.2
