"","age","rate","value"
"1","0_to_4",66,1061
"2","50_to_54",708.5,13295
"3","65_to_69",342.1,4939
"4","5_to_9",62.5,1164
"5","25_to_29",774.6,13131
"6","30_to_34",653,12200
"7","40_to_44",576.2,10859
"8","85_to_89",2031.3,10744
"9","75_to_79",639.2,6648
"10","35_to_39",556,10605
"11","80_to_84",1136.4,9142
"12","15_to_19",219.4,3586
"13","45_to_49",717.8,12304
"14","90+",3456.3,12133
"15","60_to_64",522,8271
"16","55_to_59",599.7,11877
"17","10_to_14",77.5,1338
"18","20_to_24",639.9,9614
"19","70_to_74",366.8,5316
