"","age","rate","value"
"1","30_to_34",7045.5,136199
"2","35_to_39",6597.2,125383
"3","0_to_4",2021.9,34235
"4","60_to_64",5275.1,80563
"5","55_to_59",5600.2,107911
"6","15_to_19",5758.4,99014
"7","90+",10968.3,18233
"8","20_to_24",8369.6,132886
"9","25_to_29",7715.7,138321
"10","10_to_14",3397.1,61572
"11","70_to_74",3229,42950
"12","75_to_79",3857.5,34745
"13","80_to_84",4987.1,31691
"14","65_to_69",3812.5,51576
"15","45_to_49",6845.2,116381
"16","50_to_54",6525.4,120021
"17","5_to_9",2154.8,38993
"18","40_to_44",6268.9,115919
"19","85_to_89",7396.9,25952
