"","age","rate","value"
"1","80_to_84",5496,34925
"2","25_to_29",8817,158064
"3","45_to_49",7826.6,133068
"4","30_to_34",8180.8,158145
"5","0_to_4",2450.2,41487
"6","5_to_9",2552.1,46183
"7","90+",12203.3,20286
"8","50_to_54",7462.1,137250
"9","55_to_59",6399.6,123315
"10","15_to_19",6391.1,109892
"11","70_to_74",3597.6,47853
"12","65_to_69",4304,58225
"13","10_to_14",3874.3,70221
"14","35_to_39",7688.3,146121
"15","60_to_64",6030.7,92103
"16","20_to_24",9418.4,149537
"17","85_to_89",8175.9,28685
"18","75_to_79",4277.8,38531
"19","40_to_44",7249.5,134051
