"","age","rate","value"
"1","30_to_34",8061.8,155844
"2","85_to_89",8126.8,28513
"3","65_to_69",4269,57751
"4","60_to_64",5972.2,91209
"5","35_to_39",7568.2,143838
"6","50_to_54",7371.3,135580
"7","75_to_79",4251.3,38292
"8","55_to_59",6329.9,121972
"9","80_to_84",5463.3,34717
"10","10_to_14",3756.6,68087
"11","40_to_44",7144.2,132104
"12","45_to_49",7727.8,131388
"13","90+",12135.3,20173
"14","5_to_9",2469.6,44691
"15","20_to_24",9304.7,147733
"16","25_to_29",8699,155948
"17","70_to_74",3574.4,47545
"18","15_to_19",6280.2,107986
"19","0_to_4",2396.3,40574
