"","age","rate","value"
"1","10_to_14",54.6,942
"2","90+",3347.8,11752
"3","30_to_34",570,10649
"4","50_to_54",653.7,12267
"5","40_to_44",515.6,9717
"6","20_to_24",508.7,7643
"7","0_to_4",42.9,689
"8","85_to_89",1965.5,10396
"9","75_to_79",617.7,6424
"10","65_to_69",315.7,4559
"11","70_to_74",348.5,5050
"12","35_to_39",491.2,9369
"13","80_to_84",1101.5,8861
"14","15_to_19",150.5,2461
"15","45_to_49",653.2,11197
"16","60_to_64",481.2,7625
"17","25_to_29",665.3,11277
"18","5_to_9",43.6,811
"19","55_to_59",558,11052
