"","age","rate","value"
"1","80_to_84",2780.5,22368
"2","55_to_59",3222.9,63830
"3","5_to_9",1027.4,19120
"4","25_to_29",5071.1,85963
"5","10_to_14",2096.4,36179
"6","50_to_54",3974.7,74586
"7","65_to_69",1754,25327
"8","85_to_89",4426.1,23411
"9","15_to_19",4670.1,76346
"10","45_to_49",4283.3,73420
"11","70_to_74",1503.9,21794
"12","30_to_34",4401.8,82238
"13","35_to_39",3998.3,76264
"14","75_to_79",1938.7,20162
"15","90+",7319.1,25693
"16","40_to_44",3832.8,72231
"17","20_to_24",5994.5,90068
"18","0_to_4",998.7,16043
"19","60_to_64",2722.4,43139
