age,rate,value
0_to_4,2446.7,1978
5_to_9,1834.9,2048
10_to_14,3353.6,3004
15_to_19,8113,7148
20_to_24,12805.6,10639
25_to_29,10747.6,10324
30_to_34,9503.8,9667
35_to_39,9142.9,8840
40_to_44,8676.5,8113
45_to_49,10345.3,8886
50_to_54,9443.4,9641
55_to_59,7662.5,8673
60_to_64,6093.8,6030
65_to_69,3679.3,3443
70_to_74,3258.5,3019
75_to_79,4059,2731
80_to_84,5660.3,2834
85_to_89,8580.1,2787
90+,14093.6,2935
