age,rate,value
0_to_4,2590.3,2194
5_to_9,2190.5,2319
10_to_14,3334.1,3141
15_to_19,6254.8,5799
20_to_24,9885.8,8828
25_to_29,7968.6,8474
30_to_34,7536.9,8030
35_to_39,7356.6,7082
40_to_44,7090.7,6482
45_to_49,8344.3,6981
50_to_54,7863.5,7626
55_to_59,6820.6,7318
60_to_64,5787,5434
65_to_69,4073.9,3608
70_to_74,3699.4,3205
75_to_79,4584.7,2728
80_to_84,6110.7,2426
85_to_89,8202.5,1755
90+,12650.9,1226
