"","age","rate","value"
"1","15_to_19",4178.3,68306
"2","10_to_14",1685.4,29085
"3","70_to_74",1351.6,19587
"4","25_to_29",4391,74433
"5","65_to_69",1563.8,22580
"6","5_to_9",829.8,15442
"7","45_to_49",3720.7,63777
"8","0_to_4",844.4,13565
"9","60_to_64",2424.4,38417
"10","90+",6707.8,23547
"11","20_to_24",5357.4,80495
"12","30_to_34",3794.9,70900
"13","35_to_39",3431.6,65454
"14","80_to_84",2535.3,20395
"15","85_to_89",4049.5,21419
"16","40_to_44",3282.4,61857
"17","75_to_79",1756.2,18264
"18","55_to_59",2856.8,56579
"19","50_to_54",3491,65509
