"","age","rate","value"
"1","90+",12141.9,20184
"2","0_to_4",2402,40671
"3","65_to_69",4273.1,57806
"4","15_to_19",6292.5,108197
"5","60_to_64",5979.2,91317
"6","80_to_84",5466.9,34740
"7","35_to_39",7579.6,144055
"8","75_to_79",4254.4,38320
"9","30_to_34",8076,156118
"10","50_to_54",7382,135776
"11","20_to_24",9317.7,147938
"12","10_to_14",3767.8,68291
"13","5_to_9",2474.7,44782
"14","85_to_89",8132.8,28534
"15","70_to_74",3577.3,47584
"16","40_to_44",7156.1,132324
"17","55_to_59",6338,122128
"18","45_to_49",7738.5,131570
"19","25_to_29",8712.1,156184
