age,rate,value
0_to_4,2498.3,2116
5_to_9,2088.5,2211
10_to_14,3248.1,3060
15_to_19,6158.8,5710
20_to_24,9773.8,8728
25_to_29,7859.5,8358
30_to_34,7433.6,7920
35_to_39,7237.2,6967
40_to_44,7004.3,6403
45_to_49,8240.3,6894
50_to_54,7767.6,7533
55_to_59,6752.6,7245
60_to_64,5731.6,5382
65_to_69,4029.9,3569
70_to_74,3670.5,3180
75_to_79,4541,2702
80_to_84,6070.4,2410
85_to_89,8127.7,1739
90+,12568.4,1218
