age,value,rate
0_to_4,95,117.5
5_to_9,96,86
10_to_14,116,129.5
15_to_19,436,494.9
20_to_24,1089,1310.8
25_to_29,1233,1283.6
30_to_34,1097,1078.5
35_to_39,1071,1107.7
40_to_44,1092,1167.9
45_to_49,1314,1529.8
50_to_54,1488,1457.5
55_to_59,1307,1154.7
60_to_64,805,813.5
65_to_69,402,429.6
70_to_74,372,401.5
75_to_79,451,670.3
80_to_84,540,1078.5
85_to_89,633,1948.8
90+,706,3390.2
