"","age","rate","value"
"1","70_to_74",3571.4,47505
"2","40_to_44",7131.9,131877
"3","80_to_84",5458.7,34688
"4","10_to_14",3746.9,67911
"5","0_to_4",2390.5,40476
"6","55_to_59",6321.5,121811
"7","85_to_89",8118.6,28484
"8","25_to_29",8686.3,155721
"9","20_to_24",9293.2,147549
"10","75_to_79",4247.1,38254
"11","45_to_49",7716.9,131202
"12","90+",12125.1,20156
"13","35_to_39",7554.2,143571
"14","50_to_54",7361.1,135393
"15","5_to_9",2464,44588
"16","60_to_64",5965.6,91109
"17","65_to_69",4264.6,57692
"18","15_to_19",6265.6,107734
"19","30_to_34",8049.6,155608
