"","age","rate","value"
"1","0_to_4",20,322
"2","35_to_39",356,6790
"3","50_to_54",507.1,9515
"4","55_to_59",432.8,8571
"5","70_to_74",277.3,4019
"6","20_to_24",324.5,4876
"7","90+",2620.8,9200
"8","40_to_44",382.1,7201
"9","65_to_69",243.7,3519
"10","75_to_79",499.2,5192
"11","80_to_84",886.2,7129
"12","85_to_89",1559.2,8247
"13","60_to_64",375.5,5950
"14","25_to_29",473.7,8030
"15","5_to_9",14.1,263
"16","15_to_19",78.1,1276
"17","10_to_14",20.5,354
"18","45_to_49",499.5,8562
"19","30_to_34",410.3,7665
