age,value,rate
0_to_4,122,150.9
5_to_9,119,106.6
10_to_14,164,183.1
15_to_19,658,746.8
20_to_24,1317,1585.2
25_to_29,1367,1423.1
30_to_34,1230,1209.2
35_to_39,1202,1243.2
40_to_44,1205,1288.7
45_to_49,1414,1646.2
50_to_54,1625,1591.7
55_to_59,1437,1269.6
60_to_64,881,890.3
65_to_69,442,472.3
70_to_74,402,433.9
75_to_79,484,719.3
80_to_84,563,1124.5
85_to_89,654,2013.4
90+,720,3457.4
