"","age","rate","value"
"1","10_to_14",4095,74220
"2","45_to_49",7962.5,135378
"3","80_to_84",5531.5,35150
"4","60_to_64",6092.6,93049
"5","35_to_39",7847.7,149149
"6","40_to_44",7397.4,136787
"7","0_to_4",2507.5,42458
"8","20_to_24",9560.6,151796
"9","65_to_69",4340.8,58722
"10","90+",12264,20387
"11","85_to_89",8220,28840
"12","75_to_79",4305.5,38780
"13","15_to_19",6567.8,112931
"14","50_to_54",7567.7,139193
"15","70_to_74",3627.2,48247
"16","25_to_29",8953.9,160519
"17","5_to_9",2665.2,48229
"18","55_to_59",6476.9,124806
"19","30_to_34",8325.8,160947
