"","age","rate","value"
"1","75_to_79",3677.9,38249
"2","20_to_24",11921.9,179129
"3","55_to_59",6801.8,134712
"4","60_to_64",5826.3,92324
"5","15_to_19",7801.1,127531
"6","25_to_29",10883.2,184485
"7","80_to_84",5020.4,40387
"8","65_to_69",3686.7,53234
"9","45_to_49",8770.3,150332
"10","40_to_44",8043.2,151577
"11","30_to_34",9614.4,179625
"12","10_to_14",3864.9,66698
"13","5_to_9",2205,41035
"14","70_to_74",3044.6,44121
"15","85_to_89",7851.2,41527
"16","0_to_4",2339,37575
"17","35_to_39",8654.2,165070
"18","90+",13241,46481
"19","50_to_54",8277.5,155328
