age,value,rate
0_to_4,556,656.4
5_to_9,543,512.9
10_to_14,864,917.1
15_to_19,2464,2657.7
20_to_24,3291,3685.3
25_to_29,2668,2508.9
30_to_34,2439,2289.2
35_to_39,2186,2270.8
40_to_44,2077,2272.1
45_to_49,2341,2798.2
50_to_54,2429,2504.6
55_to_59,2484,2315.2
60_to_64,1679,1788.1
65_to_69,1144,1291.7
70_to_74,1095,1263.9
75_to_79,1105,1857.1
80_to_84,988,2488.6
85_to_89,768,3589.5
90+,558,5757.9
