"","age","rate","value"
"1","15_to_19",5732.3,98564
"2","75_to_79",3834,34533
"3","5_to_9",2135.8,38649
"4","30_to_34",6991.2,135149
"5","10_to_14",3376.4,61196
"6","20_to_24",8312.8,131983
"7","25_to_29",7659.4,137311
"8","40_to_44",6217.8,114974
"9","35_to_39",6543.1,124355
"10","65_to_69",3783.6,51184
"11","70_to_74",3208.3,42675
"12","90+",10897.9,18116
"13","85_to_89",7352.7,25797
"14","55_to_59",5556.7,107073
"15","60_to_64",5234.2,79938
"16","50_to_54",6477.1,119132
"17","0_to_4",2003.1,33916
"18","80_to_84",4957.7,31504
"19","45_to_49",6794.1,115513
