"","age","rate","value"
"1","70_to_74",3050.1,44202
"2","85_to_89",7865.7,41604
"3","15_to_19",7814.5,127750
"4","90+",13266.6,46571
"5","30_to_34",9638.8,180080
"6","65_to_69",3694.9,53352
"7","10_to_14",3872.3,66825
"8","80_to_84",5027.4,40443
"9","55_to_59",6817.3,135019
"10","50_to_54",8296.9,155693
"11","40_to_44",8060.6,151905
"12","0_to_4",2347.1,37705
"13","25_to_29",10908.9,184922
"14","5_to_9",2211,41148
"15","75_to_79",3682.9,38301
"16","20_to_24",11945.8,179487
"17","45_to_49",8787.6,150629
"18","60_to_64",5837.6,92503
"19","35_to_39",8674.4,165455
