"","age","rate","value"
"1","15_to_19",17.9,292
"2","40_to_44",146.5,2760
"3","60_to_64",160.2,2538
"4","30_to_34",156.9,2931
"5","90+",937.8,3292
"6","70_to_74",165.3,2396
"7","25_to_29",172,2916
"8","20_to_24",87,1307
"9","50_to_54",196.5,3687
"10","80_to_84",440.8,3546
"11","10_to_14",6.4,111
"12","85_to_89",681.9,3607
"13","45_to_49",196.9,3375
"14","0_to_4",12.5,200
"15","55_to_59",171.1,3389
"16","75_to_79",279.6,2908
"17","5_to_9",4.3,80
"18","35_to_39",133.2,2540
"19","65_to_69",132.9,1919
