"","age","rate","value"
"1","45_to_49",478.5,8135
"2","60_to_64",502.5,7674
"3","90+",3505.9,5828
"4","70_to_74",530.1,7051
"5","80_to_84",1432.4,9102
"6","65_to_69",471.4,6377
"7","55_to_59",460.3,8869
"8","5_to_9",58.9,1066
"9","35_to_39",372,7071
"10","30_to_34",390.9,7557
"11","25_to_29",383.6,6877
"12","10_to_14",67,1215
"13","75_to_79",871.8,7852
"14","50_to_54",487.4,8965
"15","85_to_89",2284.7,8016
"16","0_to_4",60.2,1019
"17","20_to_24",290,4604
"18","15_to_19",122.8,2112
"19","40_to_44",387.1,7158
