"","age","rate","value"
"1","60_to_64",473.1,7496
"2","85_to_89",1952.1,10325
"3","35_to_39",476.3,9085
"4","50_to_54",641.3,12034
"5","90+",3326.4,11677
"6","20_to_24",486.5,7310
"7","25_to_29",644.9,10932
"8","5_to_9",38.6,718
"9","55_to_59",548.9,10871
"10","65_to_69",308.7,4457
"11","70_to_74",342.6,4965
"12","15_to_19",139.2,2276
"13","80_to_84",1091.5,8781
"14","75_to_79",611.3,6357
"15","30_to_34",552.4,10321
"16","10_to_14",49.3,851
"17","45_to_49",639.9,10968
"18","40_to_44",501.7,9455
"19","0_to_4",37.9,609
