"","age","rate","value"
"1","10_to_14",944.5,16300
"2","50_to_54",2623.2,49225
"3","85_to_89",3208.9,16973
"4","20_to_24",4275.1,64234
"5","35_to_39",2464.5,47007
"6","5_to_9",486.9,9062
"7","80_to_84",1993.6,16038
"8","60_to_64",1833.8,29059
"9","40_to_44",2345.1,44195
"10","45_to_49",2716.7,46567
"11","55_to_59",2166.7,42912
"12","65_to_69",1195.3,17260
"13","0_to_4",573,9205
"14","90+",5272.1,18507
"15","30_to_34",2800.5,52321
"16","75_to_79",1367.3,14220
"17","15_to_19",3270.5,53466
"18","70_to_74",1034.5,14992
"19","25_to_29",3335.4,56539
