age,value,rate
0_to_4,466,550.2
5_to_9,429,405.2
10_to_14,709,752.6
15_to_19,2259,2436.6
20_to_24,2905,3253.1
25_to_29,2274,2138.4
30_to_34,2097,1968.2
35_to_39,1886,1959.1
40_to_44,1809,1978.9
45_to_49,2028,2424
50_to_54,2107,2172.6
55_to_59,2171,2023.5
60_to_64,1459,1553.8
65_to_69,1002,1131.4
70_to_74,968,1117.3
75_to_79,991,1665.5
80_to_84,874,2201.5
85_to_89,690,3224.9
90+,500,5159.4
