"","age","rate","value"
"1","5_to_9",2666.3,48249
"2","50_to_54",7570,139234
"3","20_to_24",9564.2,151853
"4","90+",12266.4,20391
"5","65_to_69",4342.1,58740
"6","55_to_59",6478.6,124837
"7","75_to_79",4306.3,38787
"8","0_to_4",2508.4,42472
"9","30_to_34",8329.2,161014
"10","10_to_14",4098.2,74278
"11","15_to_19",6571.8,112999
"12","35_to_39",7851.1,149215
"13","70_to_74",3627.6,48252
"14","40_to_44",7400.2,136838
"15","45_to_49",7966.1,135439
"16","80_to_84",5532.4,35156
"17","60_to_64",6093.9,93069
"18","85_to_89",8220.3,28841
"19","25_to_29",8956.9,160573
