"","age","rate","value"
"1","80_to_84",5128.4,41256
"2","20_to_24",12338,185380
"3","35_to_39",9043.8,172502
"4","65_to_69",3789.4,54717
"5","0_to_4",2481.7,39866
"6","45_to_49",9093.7,155876
"7","5_to_9",2382.5,44339
"8","85_to_89",8024.9,42446
"9","25_to_29",11308.4,191694
"10","90+",13509.3,47423
"11","15_to_19",8143.9,133135
"12","10_to_14",4151,71635
"13","75_to_79",3759.9,39102
"14","50_to_54",8568.2,160783
"15","60_to_64",6020.6,95403
"16","40_to_44",8373.1,157793
"17","30_to_34",10041.3,187601
"18","70_to_74",3119.6,45209
"19","55_to_59",7034.1,139312
