"","age","rate","value"
"1","20_to_24",183.5,2913
"2","10_to_14",35.1,637
"3","40_to_44",301.4,5574
"4","30_to_34",287.4,5555
"5","35_to_39",276.7,5259
"6","90+",3321.2,5521
"7","55_to_59",400.3,7714
"8","70_to_74",488.2,6494
"9","25_to_29",280.8,5034
"10","15_to_19",64.7,1112
"11","5_to_9",31.4,568
"12","75_to_79",818.4,7371
"13","65_to_69",416.9,5640
"14","60_to_64",443.7,6776
"15","80_to_84",1342.8,8533
"16","50_to_54",417.2,7673
"17","45_to_49",397.7,6762
"18","0_to_4",30.5,517
"19","85_to_89",2154.2,7558
