"","age","rate","value"
"1","90+",5232.4,8698
"2","45_to_49",2320.6,39455
"3","75_to_79",1791.7,16138
"4","20_to_24",3496.6,55516
"5","80_to_84",2480.1,15760
"6","10_to_14",987.5,17898
"7","60_to_64",1968.9,30070
"8","0_to_4",602.3,10198
"9","50_to_54",2324.3,42750
"10","85_to_89",3633.2,12747
"11","40_to_44",2028.1,37502
"12","70_to_74",1388.2,18465
"13","30_to_34",2351.6,45460
"14","15_to_19",2606.8,44822
"15","25_to_29",2668.2,47833
"16","35_to_39",2149.7,40856
"17","55_to_59",2039.8,39305
"18","5_to_9",574.3,10392
"19","65_to_69",1520.5,20569
