"","age","rate","value"
"1","50_to_54",8139.6,152741
"2","15_to_19",7703.6,125938
"3","80_to_84",4958.1,39886
"4","90+",13071.8,45887
"5","65_to_69",3624.7,52338
"6","5_to_9",2157.6,40154
"7","45_to_49",8630.6,147937
"8","55_to_59",6682.7,132353
"9","20_to_24",11736.1,176336
"10","35_to_39",8485.6,161854
"11","0_to_4",2285.4,36714
"12","10_to_14",3807.7,65711
"13","40_to_44",7906.2,148995
"14","30_to_34",9428.4,176149
"15","85_to_89",7744.2,40961
"16","60_to_64",5717.5,90599
"17","75_to_79",3628.8,37739
"18","25_to_29",10698.3,181351
"19","70_to_74",2997,43432
