"","age","rate","value"
"1","30_to_34",434.5,8399
"2","60_to_64",522.4,7979
"3","0_to_4",73.2,1240
"4","85_to_89",2301.6,8075
"5","20_to_24",361.2,5735
"6","50_to_54",513.2,9439
"7","5_to_9",70,1267
"8","80_to_84",1446.2,9190
"9","75_to_79",884.4,7966
"10","10_to_14",79,1431
"11","45_to_49",508.6,8648
"12","55_to_59",482.1,9289
"13","65_to_69",486.2,6577
"14","35_to_39",409.7,7787
"15","40_to_44",415.9,7690
"16","25_to_29",443,7942
"17","15_to_19",166.8,2868
"18","70_to_74",541.2,7199
"19","90+",3533,5873
