"","age","rate","value"
"1","70_to_74",557.1,8073
"2","15_to_19",1910.2,31228
"3","55_to_59",1096.5,21716
"4","60_to_64",926.5,14682
"5","0_to_4",252.9,4063
"6","10_to_14",359.2,6198
"7","90+",3984.5,13987
"8","40_to_44",1141.8,21517
"9","65_to_69",598.4,8640
"10","25_to_29",1658,28105
"11","30_to_34",1360.6,25419
"12","80_to_84",1380.8,11108
"13","20_to_24",2250,33806
"14","50_to_54",1329.5,24948
"15","75_to_79",845.5,8793
"16","5_to_9",203.4,3786
"17","85_to_89",2352.7,12444
"18","35_to_39",1176.6,22443
"19","45_to_49",1362.2,23350
