age,rate,value
0_to_4,2186.6,1852
5_to_9,1891.1,2002
10_to_14,3000.8,2827
15_to_19,5832,5407
20_to_24,9146.7,8168
25_to_29,7274.6,7736
30_to_34,6811.3,7257
35_to_39,6663.8,6415
40_to_44,6503.3,5945
45_to_49,7676.1,6422
50_to_54,7234.5,7016
55_to_59,6300.6,6760
60_to_64,5329.1,5004
65_to_69,3730.6,3304
70_to_74,3415.4,2959
75_to_79,4196.5,2497
80_to_84,5591.8,2220
85_to_89,7398.6,1583
90+,11392,1104
