"","age","rate","value"
"1","80_to_84",879.5,7075
"2","40_to_44",376.9,7102
"3","65_to_69",241.2,3483
"4","75_to_79",494.9,5147
"5","5_to_9",13.8,256
"6","55_to_59",427.5,8467
"7","45_to_49",494.1,8470
"8","25_to_29",467.1,7918
"9","85_to_89",1541.6,8154
"10","10_to_14",19.9,344
"11","70_to_74",274.9,3984
"12","30_to_34",405.8,7582
"13","0_to_4",19.9,320
"14","50_to_54",501.1,9403
"15","35_to_39",351.1,6697
"16","90+",2595.4,9111
"17","15_to_19",76.5,1250
"18","20_to_24",317.9,4776
"19","60_to_64",371.5,5887
