"","age","rate","value"
"1","70_to_74",200.3,2903
"2","75_to_79",346.3,3601
"3","30_to_34",246.4,4604
"4","10_to_14",9,156
"5","55_to_59",263.6,5220
"6","90+",1402.1,4922
"7","40_to_44",230.1,4337
"8","0_to_4",14.9,239
"9","45_to_49",305.7,5240
"10","25_to_29",274.1,4647
"11","85_to_89",934.2,4941
"12","5_to_9",6.4,119
"13","65_to_69",169.7,2450
"14","50_to_54",310,5818
"15","20_to_24",156.5,2351
"16","35_to_39",208.7,3980
"17","60_to_64",239.2,3791
"18","15_to_19",31.6,517
"19","80_to_84",573.7,4615
