"","age","rate","value"
"1","85_to_89",3534.8,12402
"2","20_to_24",3380.5,53672
"3","50_to_54",2219.1,40816
"4","75_to_79",1730.6,15588
"5","80_to_84",2403.5,15273
"6","0_to_4",567,9601
"7","10_to_14",916.5,16612
"8","15_to_19",2506.3,43095
"9","30_to_34",2252.7,43547
"10","45_to_49",2212.2,37611
"11","35_to_39",2052.7,39013
"12","60_to_64",1885.2,28791
"13","65_to_69",1458.7,19733
"14","5_to_9",535.3,9686
"15","25_to_29",2557.4,45847
"16","70_to_74",1337.7,17793
"17","90+",5109.7,8494
"18","55_to_59",1944.4,37467
"19","40_to_44",1931.3,35712
