"","age","rate","value"
"1","50_to_54",8633.9,162016
"2","45_to_49",9170.6,157193
"3","90+",13539.5,47529
"4","85_to_89",8048.4,42570
"5","40_to_44",8460,159432
"6","10_to_14",4268.8,73668
"7","30_to_34",10140.7,189458
"8","5_to_9",2434.5,45307
"9","25_to_29",11398.7,193224
"10","70_to_74",3133.2,45405
"11","35_to_39",9144.3,174418
"12","60_to_64",6056.4,95970
"13","20_to_24",12424.7,186683
"14","15_to_19",8252.6,134912
"15","0_to_4",2509.4,40311
"16","75_to_79",3773.9,39248
"17","65_to_69",3810.9,55027
"18","80_to_84",5143.6,41378
"19","55_to_59",7076.7,140156
