"","age","rate","value"
"1","10_to_14",3988.6,68832
"2","75_to_79",3737.8,38872
"3","35_to_39",8899.2,169743
"4","60_to_64",5967.1,94555
"5","25_to_29",11163.9,189244
"6","0_to_4",2429.4,39026
"7","20_to_24",12200.1,183308
"8","85_to_89",7985.2,42236
"9","15_to_19",7996.3,130722
"10","50_to_54",8477.7,159085
"11","70_to_74",3098,44895
"12","45_to_49",8979.5,153917
"13","40_to_44",8251.7,155506
"14","90+",13456.6,47238
"15","80_to_84",5100.1,41028
"16","30_to_34",9890,184773
"17","55_to_59",6963.7,137918
"18","65_to_69",3763.2,54338
"19","5_to_9",2286.6,42554
