"","age","rate","value"
"1","15_to_19",4595.6,79020
"2","50_to_54",4711.5,86659
"3","10_to_14",2702.1,48974
"4","30_to_34",4997.6,96609
"5","5_to_9",1591.1,28792
"6","45_to_49",4977.8,84632
"7","60_to_64",3765.6,57509
"8","0_to_4",1404.5,23782
"9","65_to_69",2777.6,37576
"10","90+",8214.9,13656
"11","20_to_24",6170.7,97974
"12","70_to_74",2407.1,32018
"13","40_to_44",4505.7,83316
"14","85_to_89",5650,19823
"15","80_to_84",3860.1,24529
"16","25_to_29",5511,98797
"17","35_to_39",4676.1,88872
"18","55_to_59",4011.3,77294
"19","75_to_79",2909.8,26209
