age,rate,value
0_to_4,2000,1694
5_to_9,1759.8,1863
10_to_14,2839.5,2675
15_to_19,5515.9,5114
20_to_24,8583.4,7665
25_to_29,6701,7126
30_to_34,6271.6,6682
35_to_39,6160,5930
40_to_44,6025.3,5508
45_to_49,7140.6,5974
50_to_54,6672.5,6471
55_to_59,5823.4,6248
60_to_64,4916.9,4617
65_to_69,3451.7,3057
70_to_74,3178.8,2754
75_to_79,3909.1,2326
80_to_84,5153.5,2046
85_to_89,6716.2,1437
90+,10349.8,1003
