age,rate,value
0_to_4,2309.4,1867
5_to_9,1727.4,1928
10_to_14,3200.6,2867
15_to_19,7898.4,6959
20_to_24,12463.7,10355
25_to_29,10396.7,9987
30_to_34,9162.7,9320
35_to_39,8821.2,8529
40_to_44,8425.2,7878
45_to_49,10069.4,8649
50_to_54,9169.2,9361
55_to_59,7440.7,8422
60_to_64,5903.8,5842
65_to_69,3551,3323
70_to_74,3157,2925
75_to_79,3934.1,2647
80_to_84,5478.5,2743
85_to_89,8272.3,2687
90+,13608.6,2834
