n,area_number,actual_data,synthetic_cntrl,difference,area_name,date
43,1,.59112787,.62081945,-.02969157,Barking and Dagenham,09may2020
70,1,.98087633,.63068873,.3501876,Barking and Dagenham,05jun2020
90,1,.018633898,.015931288,.0027026103,Barking and Dagenham,25jun2020
16,1,.59190392,.7750079,-.18310399,Barking and Dagenham,12apr2020
65,1,.75166404,.7064985,.045165543,Barking and Dagenham,31may2020
42,1,.59313506,.62524617,-.03211109,Barking and Dagenham,08may2020
25,1,.62539494,.77627355,-.15087858,Barking and Dagenham,21apr2020
60,1,.73673373,.78226078,-.045527048,Barking and Dagenham,26may2020
11,1,.73157638,.90096945,-.16939303,Barking and Dagenham,07apr2020
89,1,.049210947,.044085491,.0051254565,Barking and Dagenham,24jun2020
24,1,.56843913,.77254111,-.20410201,Barking and Dagenham,20apr2020
20,1,.49918047,.743958,-.24477753,Barking and Dagenham,16apr2020
37,1,.60202813,.65930051,-.057272352,Barking and Dagenham,03may2020
83,1,.58826309,.56707859,.021184504,Barking and Dagenham,18jun2020
67,1,.85783339,.65037799,.20745541,Barking and Dagenham,02jun2020
3,1,1.0789369,1.1480669,-.069129996,Barking and Dagenham,30mar2020
62,1,.72067308,.78292656,-.06225349,Barking and Dagenham,28may2020
4,1,.99432647,1.0679851,-.073658548,Barking and Dagenham,31mar2020
48,1,.48365507,.69596815,-.21231312,Barking and Dagenham,14may2020
18,1,.5359984,.74511886,-.20912042,Barking and Dagenham,14apr2020
68,1,.9152056,.63639754,.27880803,Barking and Dagenham,03jun2020
39,1,.57794785,.65038538,-.072437547,Barking and Dagenham,05may2020
66,1,.79928881,.67504793,.12424088,Barking and Dagenham,01jun2020
30,1,.85099852,.73946613,.11153238,Barking and Dagenham,26apr2020
76,1,.87664515,.67354017,.20310496,Barking and Dagenham,11jun2020
45,1,.56193054,.63210094,-.070170388,Barking and Dagenham,11may2020
58,1,.69352967,.74267733,-.049147651,Barking and Dagenham,24may2020
41,1,.58751988,.63418519,-.046665285,Barking and Dagenham,07may2020
