"","age","rate","value"
"1","90+",3992.6,6637
"2","5_to_9",242.5,4388
"3","30_to_34",1126.8,21782
"4","55_to_59",982.2,18927
"5","20_to_24",1857.6,29493
"6","40_to_44",952.7,17617
"7","80_to_84",1745,11089
"8","75_to_79",1155.1,10404
"9","65_to_69",813.3,11002
"10","85_to_89",2668.9,9364
"11","45_to_49",1108.6,18848
"12","25_to_29",1286.9,23070
"13","15_to_19",1500.2,25796
"14","70_to_74",800.6,10649
"15","10_to_14",392.8,7119
"16","60_to_64",978.6,14945
"17","50_to_54",1108.4,20386
"18","0_to_4",268,4538
"19","35_to_39",1019.4,19374
